-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,-1,-1
-1,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,-1
-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-1
20,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,23
5,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,4
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9
-1,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,-1
